,0
2018-01-01,17258.0
2018-04-01,17060.0
2018-07-01,17221.0
2018-10-01,16382.0
2019-01-01,16814.0
2019-04-01,17031.0
2019-07-01,17038.0
2019-10-01,16113.0
2020-01-01,15967.0
2020-04-01,13876.0
2020-07-01,14249.0
2020-10-01,15446.0
2021-01-01,15603.0
2021-04-01,15659.0
2021-07-01,15209.0
2021-10-01,15009.0
2022-01-01,15184.0
2022-04-01,15312.0
2022-07-01,15339.0
2022-10-01,14590.0
2023-01-01,15097.0
2023-04-01,15041.0
2023-07-01,15163.0
2023-10-01,14750.0
2024-01-01,15270.0
2024-04-01,15227.0
