,0
2023-03-01,
2023-04-01,4220000.0
2023-05-01,4230000.0
2023-06-01,4110000.0
2023-07-01,4050000.0
2023-08-01,4030000.0
2023-09-01,3980000.0
2023-10-01,3850000.0
2023-11-01,3910000.0
2023-12-01,3880000.0
2024-01-01,4000000.0
2024-02-01,4380000.0
2024-03-01,4220000.0
2024-04-01,4140000.0
