,0
2018-01-01,409.4
2018-04-01,417.0
2018-07-01,422.1
2018-10-01,423.5
2019-01-01,428.3
2019-04-01,435.4
2019-07-01,441.0
2019-10-01,444.9
2020-01-01,450.0
2020-04-01,454.5
2020-07-01,462.5
2020-10-01,472.7
2021-01-01,484.0
2021-04-01,511.0
2021-07-01,539.4
2021-10-01,558.1
2022-01-01,578.7
2022-04-01,617.6
2022-07-01,628.1
2022-10-01,623.3
2023-01-01,626.1
2023-04-01,645.2
